DATE,USD6MTD156N
2016-02-26,0.88065
2016-02-29,0.8859
2016-03-01,0.88265
2016-03-02,0.889
2016-03-03,0.8949
2016-03-04,0.89205
2016-03-07,0.90065
2016-03-08,0.8977
2016-03-09,0.8984
2016-03-10,0.9005
2016-03-11,0.9055
2016-03-14,0.9104
2016-03-15,0.9123
2016-03-16,0.9174
2016-03-17,0.8883
2016-03-18,0.8912
2016-03-21,0.89815
2016-03-22,0.9049
2016-03-23,0.9131
2016-03-24,0.9109
2016-03-25,.
2016-03-28,.
2016-03-29,0.9139
2016-03-30,0.8989
2016-03-31,0.8997
2016-04-01,0.9011
2016-04-04,0.9041
2016-04-05,0.8919
2016-04-06,0.8972
2016-04-07,0.89465
2016-04-08,0.8949
2016-04-11,0.8964
2016-04-12,0.89415
2016-04-13,0.89915
2016-04-14,0.9024
2016-04-15,0.9019
2016-04-18,0.9009
2016-04-19,0.90365
2016-04-20,0.90415
2016-04-21,0.91315
2016-04-22,0.90865
2016-04-25,0.9104
2016-04-26,0.9119
2016-04-27,0.9139
2016-04-28,0.90465
2016-04-29,0.90415
2016-05-02,.
2016-05-03,0.90715
2016-05-04,0.9071
2016-05-05,0.9083
2016-05-06,.
2016-05-09,0.9054
2016-05-10,0.9049
2016-05-11,0.9049
2016-05-12,0.90665
2016-05-13,0.9069
2016-05-16,0.9064
2016-05-17,0.9116
2016-05-18,0.93085
2016-05-19,0.9571
2016-05-20,0.9554
2016-05-23,0.9579
2016-05-24,0.96815
2016-05-25,0.9756
2016-05-26,0.9771
2016-05-27,0.9781
2016-05-30,.
2016-05-31,0.99310
2016-06-01,0.9854
2016-06-02,0.9839
2016-06-03,0.9857
2016-06-06,0.9542
2016-06-07,0.9489
2016-06-08,0.947
2016-06-09,0.9439
2016-06-10,0.94415
2016-06-13,0.9364
2016-06-14,0.9339
2016-06-15,0.9429
2016-06-16,0.9246
2016-06-17,0.92465
2016-06-20,0.93065
2016-06-21,0.93115
2016-06-22,0.92965
2016-06-23,0.9289
2016-06-24,0.8941
2016-06-27,0.88685
2016-06-28,0.89815
2016-06-29,0.91365
2016-06-30,0.92415
2016-07-01,0.92365
2016-07-04,0.92815
2016-07-05,0.9274
2016-07-06,0.92415
2016-07-07,0.9349
2016-07-08,0.9374
2016-07-11,0.9514
2016-07-12,0.966
2016-07-13,0.9801
2016-07-14,0.98335
2016-07-15,0.9938
2016-07-18,1.0028
2016-07-19,1.0073
2016-07-20,1.0202
2016-07-21,1.0319
2016-07-22,1.0444
2016-07-25,1.0597
2016-07-26,1.0732
2016-07-27,1.0867
2016-07-28,1.0922
2016-07-29,1.1117
2016-08-01,1.1147
2016-08-02,1.1272
2016-08-03,1.1442
2016-08-04,1.1582
2016-08-05,1.1607
2016-08-08,1.1852
2016-08-09,1.1962
2016-08-10,1.2037
2016-08-11,1.20395
2016-08-12,1.2067
2016-08-15,1.19744
2016-08-16,1.19456
2016-08-17,1.20678
2016-08-18,1.21011
2016-08-19,1.21456
2016-08-22,1.229
2016-08-23,1.229
2016-08-24,1.22344
2016-08-25,1.22428
2016-08-26,1.2315
2016-08-29,.
2016-08-30,1.2445
2016-08-31,1.2445
2016-09-01,1.25122
2016-09-02,1.24706
2016-09-05,1.24867
2016-09-06,1.25006
2016-09-07,1.23361
2016-09-08,1.23472
2016-09-09,1.25
2016-09-12,1.25528
2016-09-13,1.24894
2016-09-14,1.25283
2016-09-15,1.25217
2016-09-16,1.24733
2016-09-19,1.25656
2016-09-20,1.25939
2016-09-21,1.25878
2016-09-22,1.24833
2016-09-23,1.24472
2016-09-26,1.24444
2016-09-27,1.24194
2016-09-28,1.23363
2016-09-29,1.23778
2016-09-30,1.23972
2016-10-03,1.24778
2016-10-04,1.25139
2016-10-05,1.25578
2016-10-06,1.26244
2016-10-07,1.26222
2016-10-10,1.26033
2016-10-11,1.2635
2016-10-12,1.26367
2016-10-13,1.26228
2016-10-14,1.26228
2016-10-17,1.26433
2016-10-18,1.26072
2016-10-19,1.25572
2016-10-20,1.25628
2016-10-21,1.25711
2016-10-24,1.25572
2016-10-25,1.26044
2016-10-26,1.261
2016-10-27,1.25878
2016-10-28,1.25822
2016-10-31,1.256
2016-11-01,1.25656
2016-11-02,1.24822
2016-11-03,1.24711
2016-11-04,1.24544
2016-11-07,1.25156
2016-11-08,1.25378
2016-11-09,1.24267
2016-11-10,1.25822
2016-11-11,1.26211
2016-11-14,1.27489
2016-11-15,1.27211
2016-11-16,1.27544
2016-11-17,1.27489
2016-11-18,1.27933
2016-11-21,1.27433
2016-11-22,1.27822
2016-11-23,1.27989
2016-11-24,1.28878
2016-11-25,1.28989
2016-11-28,1.28989
2016-11-29,1.29267
2016-11-30,1.28878
2016-12-01,1.291
2016-12-02,1.29156
2016-12-05,1.291
2016-12-06,1.29322
2016-12-07,1.29322
2016-12-08,1.29322
2016-12-09,1.296
2016-12-12,1.29878
2016-12-13,1.29822
2016-12-14,1.29822
2016-12-15,1.32267
2016-12-16,1.31989
2016-12-19,1.31767
2016-12-20,1.32044
2016-12-21,1.316
2016-12-22,1.316
2016-12-23,1.31656
2016-12-26,.
2016-12-27,.
2016-12-28,1.31767
2016-12-29,1.31767
2016-12-30,1.31767
2017-01-02,.
2017-01-03,1.31767
2017-01-04,1.32156
2017-01-05,1.321
2017-01-06,1.32433
2017-01-09,1.33156
2017-01-10,1.33378
2017-01-11,1.33461
2017-01-12,1.33267
2017-01-13,1.33156
2017-01-16,1.33294
2017-01-17,1.33239
2017-01-18,1.3385
2017-01-19,1.35156
2017-01-20,1.35822
2017-01-23,1.35239
2017-01-24,1.34572
2017-01-25,1.35683
2017-01-26,1.36183
2017-01-27,1.35878
2017-01-30,1.35656
2017-01-31,1.34739
2017-02-01,1.35044
2017-02-02,1.34878
2017-02-03,1.34989
2017-02-06,1.34406
2017-02-07,1.3435
2017-02-08,1.33794
2017-02-09,1.33489
2017-02-10,1.33822
2017-02-13,1.33794
2017-02-14,1.33656
2017-02-15,1.34406
2017-02-16,1.36378
2017-02-17,1.35739
2017-02-20,1.35711
2017-02-21,1.36239
2017-02-22,1.36294
2017-02-23,1.36239
2017-02-24,1.36072
2017-02-27,1.36128
2017-02-28,1.37489
2017-03-01,1.40628
2017-03-02,1.416
2017-03-03,1.42267
2017-03-06,1.421
2017-03-07,1.42044
2017-03-08,1.421
2017-03-09,1.43017
2017-03-10,1.426
2017-03-13,1.43211
2017-03-14,1.43239
2017-03-15,1.43822
2017-03-16,1.431
2017-03-17,1.43156
2017-03-20,1.43489
2017-03-21,1.43378
2017-03-22,1.43128
2017-03-23,1.42794
2017-03-24,1.42711
2017-03-27,1.42433
2017-03-28,1.42489
2017-03-29,1.41989
2017-03-30,1.41878
2017-03-31,1.42322
2017-04-03,1.42628
2017-04-04,1.42572
2017-04-05,1.42294
2017-04-06,1.426
2017-04-07,1.42961
2017-04-10,.
2017-04-11,1.41544
2017-04-12,1.41044
2017-04-13,1.40322
2017-04-14,.
2017-04-17,.
2017-04-18,1.39767
2017-04-19,1.39072
2017-04-20,1.39406
2017-04-21,1.40211
2017-04-24,1.42072
2017-04-25,1.42361
2017-04-26,1.43111
2017-04-27,1.43044
2017-04-28,1.42628
2017-05-01,.
2017-05-02,1.43239
2017-05-03,1.42739
2017-05-04,1.436
2017-05-05,1.43267
2017-05-08,1.43683
2017-05-09,1.44517
2017-05-10,1.44211
2017-05-11,1.43933
2017-05-12,1.43656
2017-05-15,1.42267
2017-05-16,1.42044
2017-05-17,1.41406
2017-05-18,1.39906
2017-05-19,1.41517
2017-05-22,1.41933
2017-05-23,1.4135
2017-05-24,1.41739
2017-05-25,1.41794
2017-05-26,1.41378
2017-05-29,.
2017-05-30,1.41489
2017-05-31,1.41878
2017-06-01,1.42239
2017-06-02,1.42822
2017-06-05,1.41822
2017-06-06,1.41711
2017-06-07,1.41406
2017-06-08,1.41544
2017-06-09,1.41683
2017-06-12,1.42183
2017-06-13,1.42322
2017-06-14,1.426
2017-06-15,1.42711
2017-06-16,1.43267
2017-06-19,1.43322
2017-06-20,1.43961
2017-06-21,1.445
2017-06-22,1.44861
2017-06-23,1.445
2017-06-26,1.44639
2017-06-27,1.44683
2017-06-28,1.44656
2017-06-29,1.44822
2017-06-30,1.44767
2017-07-03,1.456
2017-07-04,1.45767
2017-07-05,1.45711
2017-07-06,1.46544
2017-07-07,1.46544
2017-07-10,1.46211
2017-07-11,1.46267
2017-07-12,1.46044
2017-07-13,1.456
2017-07-14,1.456
2017-07-17,1.45322
2017-07-18,1.456
2017-07-19,1.45322
2017-07-20,1.456
2017-07-21,1.45306
2017-07-24,1.45278
2017-07-25,1.45389
2017-07-26,1.45722
2017-07-27,1.45444
2017-07-28,1.455
2017-07-31,1.455
2017-08-01,1.45167
2017-08-02,1.45167
2017-08-03,1.45111
2017-08-04,1.44944
2017-08-07,1.45222
2017-08-08,1.45222
2017-08-09,1.45222
2017-08-10,1.45278
2017-08-11,1.45583
2017-08-14,1.45
2017-08-15,1.45333
2017-08-16,1.45944
2017-08-17,1.45722
2017-08-18,1.45639
2017-08-21,1.45639
2017-08-22,1.45611
2017-08-23,1.45556
2017-08-24,1.45389
2017-08-25,1.455
2017-08-28,.
2017-08-29,1.45167
2017-08-30,1.45333
2017-08-31,1.45389
2017-09-01,1.45333
2017-09-04,1.45389
2017-09-05,1.455
2017-09-06,1.45222
2017-09-07,1.45167
2017-09-08,1.44767
2017-09-11,1.44933
2017-09-12,1.45444
2017-09-13,1.45583
2017-09-14,1.45861
2017-09-15,1.47111
2017-09-18,1.47444
2017-09-19,1.47861
2017-09-20,1.48
2017-09-21,1.491
2017-09-22,1.49683
2017-09-25,1.49711
2017-09-26,1.49711
2017-09-27,1.50389
2017-09-28,1.50944
2017-09-29,1.506
2017-10-02,1.50933
2017-10-03,1.51572
2017-10-04,1.51406
2017-10-05,1.5135
2017-10-06,1.51878
2017-10-09,1.52489
2017-10-10,1.52433
2017-10-11,1.52933
2017-10-12,1.53156
2017-10-13,1.53433
2017-10-16,1.53316
2017-10-17,1.54522
2017-10-18,1.55055
2017-10-19,1.55069
2017-10-20,1.55489
2017-10-23,1.56078
2017-10-24,1.56444
2017-10-25,1.56219
2017-10-26,1.56447
2017-10-27,1.57267
2017-10-30,1.57306
2017-10-31,1.57511
2017-11-01,1.57979
2017-11-02,1.58907
2017-11-03,1.59017
2017-11-06,1.59406
2017-11-07,1.59809
2017-11-08,1.60162
2017-11-09,1.61239
2017-11-10,1.61461
2017-11-13,1.61618
2017-11-14,1.62208
2017-11-15,1.6181
2017-11-16,1.63171
2017-11-17,1.63211
2017-11-20,1.63489
2017-11-21,1.64489
2017-11-22,1.65211
2017-11-23,1.65211
2017-11-24,1.65394
2017-11-27,1.65832
2017-11-28,1.65738
2017-11-29,1.6605
2017-11-30,1.668
2017-12-01,1.67425
2017-12-04,1.69313
2017-12-05,1.71125
2017-12-06,1.71445
2017-12-07,1.7225
2017-12-08,1.72988
2017-12-11,1.73535
2017-12-12,1.74769
2017-12-13,1.75575
2017-12-14,1.76769
2017-12-15,1.77443
2017-12-18,1.7817
2017-12-19,1.7883
2017-12-20,1.81413
2017-12-21,1.82488
2017-12-22,1.83363
2017-12-25,.
2017-12-26,.
2017-12-27,1.843
2017-12-28,1.84363
2017-12-29,1.83707
2018-01-01,.
2018-01-02,1.83938
2018-01-03,1.84269
2018-01-04,1.85831
2018-01-05,1.86507
2018-01-08,1.86529
2018-01-09,1.86519
2018-01-10,1.87144
2018-01-11,1.88027
2018-01-12,1.88769
2018-01-15,1.89875
2018-01-16,1.90406
2018-01-17,1.913
2018-01-18,1.9255
2018-01-19,1.93175
2018-01-22,1.9255
2018-01-23,1.92844
2018-01-24,1.93738
2018-01-25,1.94969
2018-01-26,1.95965
2018-01-29,1.96719
2018-01-30,1.96625
2018-01-31,1.96625
2018-02-01,1.983
2018-02-02,1.99214
2018-02-05,2.0008
2018-02-06,1.99188
2018-02-07,2.00438
2018-02-08,2.02633
2018-02-09,2.03831
2018-02-12,2.04863
2018-02-13,2.05715
2018-02-14,2.06283
2018-02-15,2.09644
2018-02-16,2.10613
2018-02-19,2.11863
2018-02-20,2.12863
2018-02-21,2.1455
2018-02-22,2.168
2018-02-23,2.18188
2018-02-26,2.20113
2018-02-27,2.21125
2018-02-28,2.22375
2018-03-01,2.22488
2018-03-02,2.22843
2018-03-05,2.22929
2018-03-06,2.24051
2018-03-07,2.2455
2018-03-08,2.25925
2018-03-09,2.26863
2018-03-12,2.28675
2018-03-13,2.30425
2018-03-14,2.32113
2018-03-15,2.34175
2018-03-16,2.36363
2018-03-19,2.3905
2018-03-20,2.40988
2018-03-21,2.43422
2018-03-22,2.4473
2018-03-23,2.44971
2018-03-26,2.4538
2018-03-27,2.45299
2018-03-28,2.44403
2018-03-29,2.4524
2018-03-30,.
2018-04-02,.
2018-04-03,2.45988
2018-04-04,2.46
2018-04-05,2.46625
2018-04-06,2.47219
2018-04-09,2.47063
2018-04-10,2.4675
2018-04-11,2.4725
2018-04-12,2.48188
2018-04-13,2.49
2018-04-16,2.50313
2018-04-17,2.50125
2018-04-18,2.50313
2018-04-19,2.50938
2018-04-20,2.51125
2018-04-23,2.51563
2018-04-24,2.51625
2018-04-25,2.51925
2018-04-26,2.52175
2018-04-27,2.51956
2018-04-30,2.51175
2018-05-01,2.51425
2018-05-02,2.51269
2018-05-03,2.51488
2018-05-04,2.52019
2018-05-07,.
2018-05-08,2.52375
2018-05-09,2.51813
2018-05-10,2.51688
2018-05-11,2.515
2018-05-14,2.50063
2018-05-15,2.4925
2018-05-16,2.49438
2018-05-17,2.49938
2018-05-18,2.49875
2018-05-21,2.49875
2018-05-22,2.49938
2018-05-23,2.4975
2018-05-24,2.485
2018-05-25,2.48188
2018-05-28,.
2018-05-29,2.47
2018-05-30,2.46688
2018-05-31,2.47375
2018-06-01,2.47438
2018-06-04,2.484
2018-06-05,2.47963
2018-06-06,2.48375
2018-06-07,2.49188
2018-06-08,2.48875
2018-06-11,2.49313
2018-06-12,2.49875
2018-06-13,2.50013
2018-06-14,2.50288
2018-06-15,2.50375
2018-06-18,2.49688
2018-06-19,2.495
2018-06-20,2.50088
2018-06-21,2.50438
2018-06-22,2.5075
2018-06-25,2.5025
2018-06-26,2.5025
2018-06-27,2.50063
2018-06-28,2.50125
2018-06-29,2.50125
2018-07-02,2.50969
2018-07-03,2.50688
2018-07-04,2.50594
2018-07-05,2.52025
2018-07-06,2.50813
2018-07-09,2.50875
2018-07-10,2.51188
2018-07-11,2.51238
2018-07-12,2.51963
2018-07-13,2.52088
2018-07-16,2.5185
2018-07-17,2.52313
2018-07-18,2.52663
2018-07-19,2.52725
2018-07-20,2.52425
2018-07-23,2.52088
2018-07-24,2.5225
2018-07-25,2.5225
2018-07-26,2.52863
2018-07-27,2.52988
2018-07-30,2.5305
2018-07-31,2.5305
2018-08-01,2.53363
2018-08-02,2.5305
2018-08-03,2.52475
2018-08-06,2.52163
2018-08-07,2.52238
2018-08-08,2.517
2018-08-09,2.51713
2018-08-10,2.51213
2018-08-13,2.50763
2018-08-14,2.51238
2018-08-15,2.51063
2018-08-16,2.5135
2018-08-17,2.51075
2018-08-20,2.50863
