Datetime,Timestamp,Price,VIX,1-Year-LIBOR,1-Year-VM,100-Calls,100-Calls-P,100-Calls-ROI,100-Puts,100-Puts-P,100-Puts-ROI,100-Calls,100-Calls-P,100-Calls-ROI
2017-11-22,1511326800000,48.810001,9.88,1.93606,34.177300279606015,7.037757266445325,,,6.1018554055812615,,,,,
2017-11-24,1511499600000,48.860001000000004,9.67,1.9429400000000001,34.17529256920594,7.046083971257452,,,6.105926392388049,,,,,
2017-11-27,1511758800000,41.02,9.87,1.93798,37.28620924754149,6.410035547527325,,,5.622729707374283,,,,,
2017-11-28,1511845200000,42.549999,10.03,1.94481,37.367274289087646,6.663769520022536,,,5.8442477851796015,,,,,
2017-11-29,1511931600000,39.130001,10.7,1.9516900000000001,38.062133830303885,6.2347253192342675,,,5.478433247494799,,,,,
2017-11-30,1512018000000,39.220001,11.28,1.9604400000000002,37.653034391770134,6.1883855090737105,,,5.426988671193189,,,,,
2017-12-01,1512104400000,38.220001,11.43,1.9816900000000002,37.62176038115051,6.029517971765021,,,5.2795713846459975,,,,,
2017-12-04,1512363600000,36.869999,11.68,1.9895,37.58874036215124,5.813085655730384,,,5.086805651611062,,,,,
2017-12-05,1512450000000,37.599998,11.33,1.98825,37.569674644480905,5.9251966970381424,,,5.184997624910986,,,,,
2017-12-06,1512536400000,37.610001000000004,11.02,1.99731,37.498784801264314,5.917931733047659,,,5.174195505497492,,,,,
2017-12-07,1512622800000,38.73,10.16,2.01075,37.410357886330424,6.083170563057668,,,5.312184366904601,,,,,
2017-12-08,1512709200000,38.09,9.58,2.01356,37.35962117444692,5.975627632899212,,,5.216332712322683,,,,,
2017-12-11,1512968400000,38.299999,9.34,2.02825,37.32237811109966,6.005510817607199,,,5.236516018625076,,,,,
2017-12-12,1513054800000,38.080002,9.92,2.03856,37.18111151256095,5.951889548829862,,,5.1834648702967625,,,,,
2017-12-13,1513141200000,36.189999,10.18,2.04263,37.45890423281174,5.696085012405892,,,4.964355936306589,,,,,
2017-12-14,1513227600000,37.009997999999996,10.49,2.04763,37.488446439162175,5.830194652476718,,,5.0800728984649375,,,,,
2017-12-15,1513314000000,37.029999,9.42,2.05825,37.4520317146488,5.829844528742432,,,5.0754647174482015,,,,,
2017-12-18,1513573200000,37.75,9.53,2.06888,37.46426036047907,5.946745456440696,,,5.173766827646288,,,,,
2017-12-19,1513659600000,36.919998,10.03,2.08366,37.51034983874445,5.8249783689831,,,5.063650426453009,,,,,
2017-12-20,1513746000000,35.66,9.72,2.09091,37.62440255518196,5.6430693604002045,,,4.905191913614155,,,,,
2017-12-21,1513832400000,35.869999,9.62,2.10216,37.62264110540159,5.67782399962071,,,4.931649596703222,,,,,
2017-12-22,1513918800000,35.139998999999996,9.9,2.10216,37.61802042341432,5.561644305680557,,,4.830655498785237,,,,,
2017-12-26,1514264400000,35.049999,10.25,2.10216,37.616839139451116,5.547239577082215,,,4.818122966956757,,,,,
2017-12-27,1514350800000,35.75,10.47,2.11063,37.63849173285777,5.662350325711483,,,4.91570725445759,,,,,
2017-12-28,1514437200000,35.130001,10.18,2.1063400000000003,37.64013655599416,5.563713799169248,,,4.831495115181057,,,,,
2017-12-29,1514523600000,34.669998,11.04,2.10697,37.64187823934481,5.49119033222755,,,4.768345676363619,,,,,
2018-01-02,1514869200000,36.169998,9.77,2.10933,37.724580302086736,5.740723612090407,,,4.985769224413983,,,,,
2018-01-03,1514955600000,37.310001,9.15,2.11782,37.786618854486704,5.932007783337909,,,5.150157434182882,,,,,
2018-01-04,1515042000000,38.099998,9.22,2.1383400000000004,37.77202962037096,6.058882655718232,,,5.252824009656328,,,,,
2018-01-05,1515128400000,41.139998999999996,9.22,2.14953,38.25759441037275,6.6216436339593185,,,5.746763603925004,,,,,
2018-01-08,1515387600000,40.759997999999996,9.52,2.15075,38.27103973488711,6.562818551139525,,,5.6955328988584375,,,,,
2018-01-09,1515474000000,40.880001,10.08,2.14633,38.264136791018046,6.5802594019103156,,,5.7121888304797706,,,,,
2018-01-10,1515560400000,40.84,9.82,2.15552,38.26039474119877,6.57486863002136,,,5.703974134342655,,,,,
2018-01-11,1515646800000,42.299999,9.88,2.1640599999999997,38.32036677895679,6.821307220716559,,,5.915743672138326,,,,,
2018-01-12,1515733200000,41.25,10.16,2.17313,38.29047058329241,6.648847580141781,,,5.762101425335691,,,,,
2018-01-16,1516078800000,39.32,11.66,2.1886900000000002,37.988383009192866,6.29448429776228,,,5.443240910319352,,,,,
2018-01-17,1516165200000,40.060001,11.91,2.19563,37.977911456637116,6.412540184268765,,,5.542556544999286,,,,,
2018-01-18,1516251600000,40.27,12.22,2.21438,37.974544357596066,6.448936560170555,,,5.567006413976369,,,,,
2018-01-19,1516338000000,42.560001,11.27,2.2275,38.21784207103403,6.858157106983963,,,5.920613739161393,,,,,
2018-01-22,1516597200000,45.290001000000004,11.03,2.2275,38.472634590636744,7.342693592187189,,,6.345011753170606,,,,,
2018-01-23,1516683600000,45.009997999999996,11.1,2.22781,38.43435676939708,7.2906972058991375,,,6.299047024206627,,,,,
2018-01-24,1516770000000,44.32,11.47,2.2246900000000003,38.42590420076618,7.1768791987488285,,,6.201783238158171,,,,,
2018-01-25,1516856400000,45.119999,11.58,2.23063,38.410605573787095,7.304927304473065,,,6.309609271869822,,,,,
2018-01-26,1516942800000,45.970001,11.08,2.24063,38.42146510175277,7.446481072224825,,,6.427917176086688,,,,,
2018-01-29,1517202000000,45.43,13.84,2.24594,38.38878987555334,7.354323488148407,,,6.345365651543072,,,,,
2018-01-30,1517288400000,45.52,14.79,2.2640599999999997,38.32574245742709,7.361402990953145,,,6.342382030464552,,,,,
2018-01-31,1517374800000,46.91,13.54,2.26313,38.38829969485217,7.597345013005277,,,6.547633698514396,,,,,
2018-02-01,1517461200000,44.450001,13.47,2.26671,38.68564970300074,7.2507170156428264,,,6.254497753008604,,,,,
2018-02-02,1517547600000,43.610001000000004,17.31,2.29278,38.561449763338,7.097727250204568,,,6.109221305675824,,,,,
2018-02-05,1517806800000,41.02,37.32,2.29051,38.89089051491622,6.728002524721727,,,5.7991140750629135,,,,,
2018-02-06,1517893200000,41.610001000000004,29.98,2.2930900000000003,38.89446463472479,6.825815687898795,,,5.882517587052018,,,,,
2018-02-07,1517979600000,41.669998,27.73,2.27825,38.836669609383996,6.82365662849071,,,5.885042485432415,,,,,
2018-02-08,1518066000000,39.5,33.46,2.28588,39.120290512257384,6.512903552835574,,,5.620222630486344,,,,,
2018-02-09,1518152400000,39.57,29.06,2.3134900000000003,39.120222522017286,6.5291925131896305,,,5.624252727645876,,,,,
2018-02-12,1518411600000,39.919998,25.61,2.31906,39.119049714090096,6.5877310977020445,,,5.672614456482612,,,,,
2018-02-13,1518498000000,42.110001000000004,24.97,2.32688,39.308243822894774,6.981330734560093,,,6.012793591591175,,,,,
2018-02-14,1518584400000,41.849998,19.26,2.3384400000000003,39.31634313698443,6.941639278339879,,,5.974355933342469,,,,,
2018-02-15,1518670800000,44.290001000000004,19.13,2.38125,39.522170155925004,7.389796755333247,,,6.347599019741054,,,,,
2018-02-16,1518757200000,44.110001000000004,19.46,2.39063,39.52529228597135,7.3620946101299785,,,6.3200925262795735,,,,,
2018-02-20,1519102800000,44.93,20.6,2.39813,39.52125349267217,7.499720472587949,,,6.435057686147123,,,,,
2018-02-21,1519189200000,44.099998,20.02,2.40844,39.36320687861872,7.336260733158895,,,6.286826959953892,,,,,
2018-02-22,1519275600000,44.900002,18.72,2.42563,39.380779580533755,7.475751042177143,,,6.399745832985849,,,,,
2018-02-23,1519362000000,44.860001000000004,16.49,2.4496900000000004,39.36863545826816,7.471690418864696,,,6.386110420036907,,,,,
2018-02-26,1519621200000,46.549999,15.8,2.45969,39.46505972387993,7.7725112661179345,,,6.641492397057274,,,,,
2018-02-27,1519707600000,45.91,18.59,2.46938,39.4903501708718,7.672065364913582,,,6.5522560830173076,,,,,
2018-02-28,1519794000000,46.049999,19.85,2.48125,39.488462533867896,7.697505909448407,,,6.568949363918043,,,,,
2018-03-01,1519880400000,46.009997999999996,22.47,2.50219,39.4779713160216,7.6931547684396335,,,6.5561811402488,,,,,
2018-03-02,1519966800000,46.02,19.59,2.5075,39.476227022327926,7.695582279836997,,,6.555978275451932,,,,,
2018-03-05,1520226000000,50.419998,18.73,2.49669,40.117730049410035,8.553678300703641,,,7.310431838089261,,,,,
2018-03-06,1520312400000,49.599998,18.36,2.4979400000000003,40.109336513176714,8.413231113761785,,,7.189599342627144,,,,,
2018-03-07,1520398800000,50.720001,17.76,2.512,40.13174296996976,8.610682725844054,,,7.352465669018724,,,,,
2018-03-08,1520485200000,52.25,16.54,2.51856,40.12082941299509,8.869719570827037,,,7.570205186567986,,,,,
2018-03-09,1520571600000,52.490002000000004,14.64,2.5326299999999997,40.09983750406542,8.909421965429381,,,7.5967373150011275,,,,,
2018-03-12,1520827200000,53.189999,15.78,2.5445,40.10704929120679,9.032456154756307,,,7.696110389622407,,,,,
2018-03-13,1520913600000,51.830002,16.35,2.56263,40.14918307931197,8.814002291871683,,,7.502665232982738,,,,,
2018-03-14,1521000000000,54.610001000000004,17.23,2.57763,40.347540820861504,9.332035951032877,,,7.9423792283979155,,,,,
2018-03-15,1521086400000,54.84,16.59,2.59013,40.346562154783626,9.374106947822881,,,7.9719173135710655,,,,,
2018-03-16,1521172800000,54.889998999999996,15.8,2.60138,40.34245673214736,9.384465525538149,,,7.974980583640862,,,,,
2018-03-19,1521432000000,54.580002,19.02,2.6145,40.3507948326189,9.336325958928152,,,7.927824671848082,,,,,
2018-03-20,1521518400000,57.689999,18.2,2.63325,40.54346705064697,9.915796932014466,,,8.416501761723705,,,,,
2018-03-21,1521604800000,57.09,17.86,2.65138,40.557010728991536,9.820133276102744,,,8.326350865576812,,,,,
2018-03-22,1521691200000,55.16,23.34,2.677,40.682579950865176,9.52093159971943,,,8.063887941826234,,,,,
2018-03-23,1521777600000,51.669998,24.87,2.6663799999999998,41.017631676006005,8.982760432913787,,,7.623247377802745,,,,,
2018-03-26,1522036800000,53.549999,21.03,2.6719999999999997,41.100111938619584,9.327886228647902,,,7.915977360529432,,,,,
2018-03-27,1522123200000,51.060001,22.5,2.67138,41.31496170623211,8.936204531717447,,,7.5902556231641745,,,,,
2018-03-28,1522209600000,47.389998999999996,22.87,2.6595,41.821247033802216,8.383718321093244,,,7.139993040366222,,,,,
2018-03-29,1522296000000,49.200001,19.97,2.66263,41.87625998354917,8.714990360105723,,,7.422263019881786,,,,,
2018-03-30,1522382400000,47.68,23.62,2.66263,41.89098928839415,8.44844585150781,,,7.195656454575128,,,,,
2018-04-02,1522641600000,47.580002,21.1,2.66263,41.889388713603395,8.430434448338541,,,7.180272493396514,,,,,
2018-04-03,1522728000000,47.669998,20.06,2.67,41.874144954037206,8.44509965922736,,,7.189152222715625,,,,,
2018-04-04,1522814400000,48.02,18.94,2.68094,41.870315966229455,8.508660082821907,,,7.238376547662443,,,,,
2018-04-05,1522900800000,45.869999,21.49,2.70031,42.07389356435666,8.167406465580193,,,6.9453482321093665,,,,,
2018-04-06,1522987200000,45.889998999999996,21.77,2.70825,42.006374077323564,8.160631170399054,,,6.934493650016672,,,,,
2018-04-09,1523246400000,47.799999,20.47,2.70356,42.111962307404255,8.51871252139215,,,7.243723573054048,,,,,
2018-04-10,1523332800000,47.759997999999996,20.24,2.70419,42.10668887666717,8.510745554602785,,,7.236530707962476,,,,,
2018-04-11,1523419200000,49.689999,18.49,2.7095,42.20859751072759,8.87525485548116,,,7.546980391394107,,,,,
2018-04-12,1523505600000,47.5,17.41,2.71719,42.40571217861506,8.521622938599748,,,7.2483348561973235,,,,,
2018-04-13,1523592000000,47.029999,16.56,2.7309400000000004,42.401537899286296,8.439326455452832,,,7.172344402902411,,,,,
2018-04-16,1523851200000,49.130001,15.25,2.7440599999999997,42.25347018488427,8.790997741306228,,,7.461170114004003,,,,,
2018-04-17,1523937600000,51.380001,15.6,2.74606,42.37444544626484,9.217906916878553,,,7.82617757845378,,,,,
2018-04-18,1524024000000,50.630001,15.96,2.7475,42.391524308501275,9.086985292979644,,,7.714861875082295,,,,,
2018-04-19,1524110400000,51.459998999999996,16.88,2.7584400000000002,42.403921602160885,9.24081954515875,,,7.8407255022040525,,,,,
2018-04-20,1524196800000,50.349998,16.34,2.76031,42.45499755445576,9.051770733761627,,,7.680961039940518,,,,,
2018-04-23,1524456000000,46.009997999999996,18.02,2.76875,43.08733527826368,8.384856119855169,,,7.128428237260188,,,,,
2018-04-24,1524542400000,44.75,17.84,2.76875,43.07780012259186,8.153597258076495,,,6.931577040946177,,,,,
2018-04-25,1524628800000,46.740002000000004,16.24,2.77188,43.18474672355753,8.535983907982455,,,7.258198295039063,,,,,
2018-04-26,1524715200000,47.57,15.41,2.76993,43.101486101433984,8.671973325112068,,,7.372399359268215,,,,,
2018-04-27,1524801600000,47.34,15.93,2.78031,43.03516743569559,8.620103392312199,,,7.322033440254412,,,,,
2018-04-30,1525060800000,48.200001,15.49,2.7700400000000003,43.0507463732897,8.777462184504111,,,7.460625528840088,,,,,
2018-05-01,1525147200000,48.66,15.97,2.77685,43.04355146033947,8.861305533929167,,,7.528678481222798,,,,,
2018-05-02,1525233600000,49.209998999999996,15.9,2.77273,43.0418640541679,8.960277560563604,,,7.614559928434797,,,,,
2018-05-03,1525320000000,49.099998,14.77,2.7766599999999997,43.04471778815479,8.94161182155775,,,7.597025499157585,,,,,
2018-05-04,1525406400000,51.119999,14.75,2.7766599999999997,43.13203811617079,9.326598700390925,,,7.926695355048423,,,,,
2018-05-07,1525665600000,53.32,14.71,2.77094,43.245817327203206,9.749945133020292,,,8.292761995790299,,,,,
2018-05-08,1525752000000,54.259997999999996,13.42,2.77094,43.22360054834208,9.91720655768118,,,8.434334199996757,,,,,
2018-05-09,1525838400000,54.650002,13.23,2.7681299999999998,43.18768616297467,9.980302835066093,,,8.488265769623371,,,,,
2018-05-10,1525924800000,54.73,12.65,2.76579,43.18076064714612,9.992910555819034,,,8.499935142088798,,,,,
2018-05-11,1526011200000,54.279999,12.93,2.7574799999999997,43.101084141264685,9.89222579585675,,,8.415913728477939,,,,,
2018-05-14,1526270400000,54.650002,14.63,2.75386,43.06320550608378,9.950868027911048,,,8.46641714532575,,,,,
2018-05-15,1526356800000,56.59,13.42,2.7614799999999997,43.096715353065186,10.313230466731067,,,8.771888803695838,,,,,
2018-05-16,1526443200000,54.82,13.43,2.76648,43.19556790061378,10.012618890442644,,,8.516820435451532,,,,,
2018-05-17,1526529600000,55.040001000000004,13.42,2.7648200000000003,43.19541400160609,10.052377857492312,,,8.551465277230324,,,,,
2018-05-18,1526616000000,56.389998999999996,13.08,2.76523,42.95623264736444,10.247292395953188,,,8.709341169205032,,,,,
2018-05-21,1526875200000,54.630001,13.22,2.76402,43.03538051219007,9.943769287420483,,,8.454462320594692,,,,,
2018-05-22,1526961600000,55.09,12.58,2.75409,43.03275497787503,10.024602177019627,,,8.528076420966363,,,,,
2018-05-23,1527048000000,55.549999,12.53,2.73742,43.03081907197324,10.103931732390663,,,8.60391943601779,,,,,
2018-05-24,1527134400000,55.77,13.22,2.73137,43.01929304298955,10.14003695686035,,,8.637367064777234,,,,,
2018-05-25,1527220800000,56.919998,17.02,2.73137,43.005842082645664,10.346190087059183,,,8.812534586753802,,,,,
2018-05-29,1527566400000,57.91,14.94,2.7075,42.995332016254814,10.517889287907668,,,8.971011391898976,,,,,
2018-05-30,1527652800000,58.25,15.43,2.7,42.98056548736041,10.574470948791204,,,9.022763267583825,,,,,
2018-05-31,1527739200000,59.41,13.46,2.71813,42.998589571304464,10.793771330183619,,,9.200679533417864,,,,,
2018-06-01,1527825600000,61.200001,12.74,2.7241299999999997,43.050439039913904,11.132732730522056,,,9.48806824850617,,,,,
2018-06-04,1528084800000,61.57,12.4,2.74011,43.04123209304488,11.202072390490224,,,9.537890987799614,,,,,
2018-06-05,1528171200000,62.720001,11.64,2.73888,42.99828297974074,11.400636942600773,,,9.706122662061784,,,,,
2018-06-06,1528257600000,60.669998,12.13,2.7408799999999998,43.10948174047957,11.054413949084749,,,9.41410425594654,,,,,
2018-06-07,1528344000000,61.779999,12.18,2.75375,43.11889540104357,11.262294748083818,,,9.584238798237436,,,,,
2018-06-08,1528430400000,61.290001000000004,12.35,2.74025,43.125816937232635,11.171058347499418,,,9.514361577802413,,,,,
2018-06-11,1528689600000,63.209998999999996,12.34,2.7646900000000003,43.1509882931808,11.53371963659182,,,9.810095336019137,,,,,
2018-06-12,1528776000000,62.5,12.94,2.76688,43.159608395939635,11.406820690766232,,,9.701225388674498,,,,,
2018-06-13,1528862400000,63.880001,12.12,2.77188,43.17820151187677,11.664605766866874,,,9.91824413357875,,,,,
2018-06-14,1528948800000,64.480003,11.98,2.77219,43.12101424934084,11.760107471653905,,,9.99714846506691,,,,,
2018-06-15,1529035200000,66.199997,12.31,2.77188,43.13626851262039,12.077592573402608,,,10.267806520259175,,,,,
2018-06-18,1529294400000,65.959999,13.35,2.7625,43.088169399345844,12.018988841148275,,,10.221782079176961,,,,,
2018-06-19,1529380800000,67.589996,12.79,2.7725,43.12134651342208,12.327495584843955,,,10.479301917394169,,,,,
2018-06-20,1529467200000,67.099998,14.64,2.77031,43.115744909091475,12.23605600589618,,,10.40269026027001,,,,,
2018-06-21,1529553600000,65.75,13.77,2.77688,43.161767902486076,12.00333240326469,,,10.202650893857884,,,,,
2018-06-22,1529640000000,61.889998999999996,17.33,2.76594,43.476712741575795,11.37051675275388,,,9.682133980632939,,,,,
2018-06-25,1529899200000,62.549999,15.92,2.77094,43.479397988343145,11.493752223455601,,,9.78432229516315,,,,,
2018-06-26,1529985600000,60.09,17.91,2.76281,43.628419093255815,11.073973396069608,,,9.436524819257087,,,,,
2018-06-27,1530072000000,61.549999,16.85,2.76313,43.65625953140337,11.349690896686935,,,9.672265849902386,,,,,
2018-06-28,1530158400000,61.639998999999996,16.09,2.7640599999999997,43.65635809915475,11.366554478868366,,,9.686119031274227,,,,,
2018-06-29,1530244800000,63.139998999999996,15.6,2.77156,43.684659188606595,11.65202876639237,,,9.926093950236117,,,,,
2018-07-02,1530504000000,61.75,16.14,2.77313,43.69741973879095,11.398948999754273,,,9.710066904109297,,,,,
2018-07-03,1530590400000,64.150002,14.97,2.7734400000000003,43.78959066868651,11.864738471429757,,,10.110022133786694,,,,,
2018-07-05,1530763200000,66.440002,13.37,2.784,43.86007578760323,12.309222270520197,,,10.485043010171694,,,,,
2018-07-06,1530849600000,66.480003,12.69,2.77375,43.83753792523624,12.307986506411615,,,10.489336426074264,,,,,
2018-07-09,1531108800000,64.760002,12.64,2.7759400000000003,43.908876314394824,12.007861913493752,,,10.2348853476771,,,,,
2018-07-10,1531195200000,65.33000200000001,13.63,2.78094,43.90326138926305,12.11353708196328,,,10.321778264969382,,,,,
2018-07-11,1531281600000,67.279999,12.58,2.7784400000000002,43.94904065799553,12.486196147378154,,,10.642592059378256,,,,,
2018-07-12,1531368000000,66.970001,12.18,2.78531,43.916531156447505,12.422279632633266,,,10.582695485226699,,,,,
2018-07-13,1531454400000,66.949997,12.83,2.78688,43.91673684648656,12.419069565666089,,,10.579012669627597,,,,,
2018-07-16,1531713600000,68.33000200000001,12.06,2.78775,43.92965996796233,12.678694949496224,,,10.800131800488307,,,,,
2018-07-17,1531800000000,68.290001,12.1,2.79575,43.930203808189574,12.673741947086265,,,10.790965735412113,,,,,
2018-07-18,1531886400000,68.290001,12.1,2.80088,43.930203808189574,12.675234160125745,,,10.789051345200072,,,,,
