,Unnamed: 0,Date,Price,3-Month,3-Month-Vol-Mean,3-Month-Vol-No-Mean,3-Month,90%-Spot-Vol-Mean-B-S-Call,90%-Spot-Vol-Mean-B-S-Put,90%-Spot-Vol-No-Mean-B-S-Call,90%-Spot-Vol-No-Mean-B-S-Put,95%-Spot-Vol-Mean-B-S-Call,95%-Spot-Vol-Mean-B-S-Put,95%-Spot-Vol-No-Mean-B-S-Call,95%-Spot-Vol-No-Mean-B-S-Put,100%-Spot-Vol-Mean-B-S-Call,100%-Spot-Vol-Mean-B-S-Put,100%-Spot-Vol-No-Mean-B-S-Call,100%-Spot-Vol-No-Mean-B-S-Put,105%-Spot-Vol-Mean-B-S-Call,105%-Spot-Vol-Mean-B-S-Put,105%-Spot-Vol-No-Mean-B-S-Call,105%-Spot-Vol-No-Mean-B-S-Put,110%-Spot-Vol-Mean-B-S-Call,110%-Spot-Vol-Mean-B-S-Put,110%-Spot-Vol-No-Mean-B-S-Call,110%-Spot-Vol-No-Mean-B-S-Put
0,0,1/1/18,13412.44,1.69428,,,,,,,,,,,,,,,,,,,,,,,
1,1,1/2/18,14740.7563,1.6969299999999998,,,,,,,,,,,,,,,,,,,,,,,
2,2,1/3/18,15134.6513,1.69593,,,,,,,,,,,,,,,,,,,,,,,
3,3,1/4/18,15155.2263,1.7038099999999998,,,,,,,,,,,,,,,,,,,,,,,
4,4,1/5/18,16937.1738,1.70393,,,,,,,,,,,,,,,,,,,,,,,
5,5,1/6/18,17135.8363,1.70802,,,,,,,,,,,,,,,,,,,,,,,
6,6,1/7/18,16178.495,1.70457,,,,,,,,,,,,,,,,,,,,,,,
7,7,1/8/18,14970.3575,1.70911,,,,,,,,,,,,,,,,,,,,,,,
8,8,1/9/18,14439.4738,1.72019,,,,,,,,,,,,,,,,,,,,,,,
9,9,1/10/18,14890.7225,1.7215200000000002,,,,,,,,,,,,,,,,,,,,,,,
10,10,1/11/18,13287.26,1.73133,,,,,,,,,,,,,,,,,,,,,,,
11,11,1/12/18,13812.715,1.7340799999999998,,,,,,,,,,,,,,,,,,,,,,,
12,12,1/13/18,14188.785,1.73918,,,,,,,,,,,,,,,,,,,,,,,
13,13,1/14/18,13619.0288,1.7447,,,,,,,,,,,,,,,,,,,,,,,
14,14,1/15/18,13585.9013,1.74447,,,,,,,,,,,,,,,,,,,,,,,
15,15,1/16/18,11348.02,1.7413,,,,,,,,,,,,,,,,,,,,,,,
16,16,1/17/18,11141.2488,1.7452,,,,,,,,,,,,,,,,,,,,,,,
17,17,1/18/18,11250.6475,1.75246,,,,,,,,,,,,,,,,,,,,,,,
18,18,1/19/18,11514.925,1.7603099999999998,,,,,,,,,,,,,,,,,,,,,,,
19,19,1/20/18,12759.6413,1.7669,,,,,,,,,,,,,,,,,,,,,,,
20,20,1/21/18,11522.8588,1.77225,,,,,,,,,,,,,,,,,,,,,,,
21,21,1/22/18,10772.15,1.7734,,,,,,,,,,,,,,,,,,,,,,,
22,22,1/23/18,10839.8263,1.77777,,,,,,,,,,,,,,,,,,,,,,,
23,23,1/24/18,11399.52,1.78698,,,,,,,,,,,,,,,,,,,,,,,
24,24,1/25/18,11137.2375,1.78902,,,,,,,,,,,,,,,,,,,,,,,
25,25,1/26/18,11090.0638,1.79345,,,,,,,,,,,,,,,,,,,,,,,
26,26,1/27/18,11407.1538,1.7907,,,,,,,,,,,,,,,,,,,,,,,
27,27,1/28/18,11694.4675,1.7998900000000002,,,,,,,,,,,,,,,,,,,,,,,
28,28,1/29/18,11158.3938,1.8105,,,,,,,,,,,,,,,,,,,,,,,
29,29,1/30/18,10034.9975,1.82,,,,,,,,,,,,,,,,,,,,,,,
30,30,1/31/18,10166.5063,1.83338,,,,,,,,,,,,,,,,,,,,,,,
31,31,2/1/18,9052.5763,1.83875,,,,,,,,,,,,,,,,,,,,,,,
32,32,2/2/18,8827.63,1.85,,,,,,,,,,,,,,,,,,,,,,,
33,33,2/3/18,9224.3913,1.8725,,,,,,,,,,,,,,,,,,,,,,,
34,34,2/4/18,8186.6488,1.88494,,,,,,,,,,,,,,,,,,,,,,,
35,35,2/5/18,6914.26,1.89213,,,,,,,,,,,,,,,,,,,,,,,
36,36,2/6/18,7700.3863,1.90394,,,,,,,,,,,,,,,,,,,,,,,
37,37,2/7/18,7581.8038,1.91975,,,,,,,,,,,,,,,,,,,,,,,
38,38,2/8/18,8237.2363,1.94363,,,,,,,,,,,,,,,,,,,,,,,
39,39,2/9/18,8689.8388,1.95625,,,,,,,,,,,,,,,,,,,,,,,
40,40,2/10/18,8556.6125,1.98419,,,,,,,,,,,,,,,,,,,,,,,
41,41,2/11/18,8070.7963,2.00625,,,,,,,,,,,,,,,,,,,,,,,
42,42,2/12/18,8891.2125,2.0171900000000003,,,,,,,,,,,,,,,,,,,,,,,
43,43,2/13/18,8516.2438,2.02457,,,,,,,,,,,,,,,,,,,,,,,
44,44,2/14/18,9477.84,2.0251900000000003,,,,,,,,,,,,,,,,,,,,,,,
45,45,2/15/18,10016.4888,2.0349,,,,,,,,,,,,,,,,,,,,,,,
46,46,2/16/18,10178.7125,2.04728,,,,,,,,,,,,,,,,,,,,,,,
47,47,2/17/18,11092.1475,2.05725,,,,,,,,,,,,,,,,,,,,,,,
48,48,2/18/18,10396.63,2.0714,,,,,,,,,,,,,,,,,,,,,,,
49,49,2/19/18,11159.7238,2.08875,,,,,,,,,,,,,,,,,,,,,,,
50,50,2/20/18,11228.2413,2.10688,,,,,,,,,,,,,,,,,,,,,,,
51,51,2/21/18,10456.1725,2.1245,,,,,,,,,,,,,,,,,,,,,,,
52,52,2/22/18,9830.4263,2.145,,,,,,,,,,,,,,,,,,,,,,,
53,53,2/23/18,10149.4625,2.1775,,,,,,,,,,,,,,,,,,,,,,,
54,54,2/24/18,9682.3825,2.20175,,,,,,,,,,,,,,,,,,,,,,,
55,55,2/25/18,9586.46,2.22249,,,,,,,,,,,,,,,,,,,,,,,
56,56,2/26/18,10313.0825,2.24814,,,,,,,,,,,,,,,,,,,,,,,
57,57,2/27/18,10564.4188,2.27108,,,,,,,,,,,,,,,,,,,,,,,
58,58,2/28/18,10309.6413,2.28557,,,,,,,,,,,,,,,,,,,,,,,
59,59,3/1/18,10907.59,2.29155,,,,,,,,,,,,,,,,,,,,,,,
60,60,3/2/18,11019.5213,2.29496,,,,,,,,,,,,,,,,,,,,,,,
61,61,3/3/18,11438.6513,2.302,,,,,,,,,,,,,,,,,,,,,,,
62,62,3/4/18,11479.7313,2.3080000000000003,,,,,,,,,,,,,,,,,,,,,,,
63,63,3/5/18,11432.9825,2.31175,,,,,,,,,,,,,,,,,,,,,,,
64,64,3/6/18,10709.5275,2.31175,,,,,,,,,,,,,,,,,,,,,,,
65,65,3/7/18,9906.8,2.31175,,,,,,,,,,,,,,,,,,,,,,,
66,66,3/8/18,9299.2838,2.32084,,,,,,,,,,,,,,,,,,,,,,,
67,67,3/9/18,9237.05,2.32461,,,,,,,,,,,,,,,,,,,,,,,
68,68,3/10/18,8787.1638,2.33063,,,,,,,,,,,,,,,,,,,,,,,
69,69,3/11/18,9532.7413,2.33746,,,,,,,,,,,,,,,,,,,,,,,
70,70,3/12/18,9118.2713,2.3373,,,,,,,,,,,,,,,,,,,,,,,
71,71,3/13/18,9144.1475,2.33903,,,,,,,,,,,,,,,,,,,,,,,
72,72,3/14/18,8196.8975,2.34163,,,,,,,,,,,,,,,,,,,,,,,
73,73,3/15/18,8256.9938,2.34769,,,,,,,,,,,,,,,,,,,,,,,
74,74,3/16/18,8269.3275,2.35281,,,,,,,,,,,,,,,,,,,,,,,
75,75,3/17/18,7862.1088,2.35509,,,,,,,,,,,,,,,,,,,,,,,
76,76,3/18/18,8196.0225,2.3553900000000003,,,,,,,,,,,,,,,,,,,,,,,
77,77,3/19/18,8594.1913,2.35866,,,,,,,,,,,,,,,,,,,,,,,
78,78,3/20/18,8915.9038,2.36156,,,,,,,,,,,,,,,,,,,,,,,
79,79,3/21/18,8895.4,2.35923,,,,,,,,,,,,,,,,,,,,,,,
80,80,3/22/18,8712.8913,2.35954,,,,,,,,,,,,,,,,,,,,,,,
81,81,3/23/18,8918.7438,2.36167,,,,,,,,,,,,,,,,,,,,,,,
82,82,3/24/18,8535.8938,2.36561,,,,,,,,,,,,,,,,,,,,,,,
83,83,3/25/18,8449.835,2.35878,,,,,,,,,,,,,,,,,,,,,,,
84,84,3/26/18,8138.3363,2.35805,,,,,,,,,,,,,,,,,,,,,,,
85,85,3/27/18,7790.1575,2.36294,,,,,,,,,,,,,,,,,,,,,,,
86,86,3/28/18,7937.205,2.35375,,,,,,,,,,,,,,,,,,,,,,,
87,87,3/29/18,7086.4875,2.36294,,,,,,,,,,,,,,,,,,,,,,,
88,88,3/30/18,6844.3213,2.36313,,,,,,,,,,,,,,,,,,,,,,,
89,89,3/31/18,6926.0175,2.36906,,,,,,,,,,,,,,,,,,,,,,,
90,90,4/1/18,6816.74,,1.1792267212435636,0.0,,,,,,,,,,,,,,,,,,,,,
91,91,4/2/18,7049.7938,,1.1793492531482588,0.0,,,,,,,,,,,,,,,,,,,,,
92,92,4/3/18,7417.8875,,1.164047684101252,0.06807859679754724,,,,,,,,,,,,,,,,,,,,,
93,93,4/4/18,6789.3013,,1.1680752699549175,0.12352422628616318,6110.37117,,,,,,,,,,,,,,,,,,,,
94,94,4/5/18,6774.7513,,1.17912501359147,0.21774494673634007,6097.27617,,,,,,,,,,,,,,,,,,,,
95,95,4/6/18,6620.4088,,1.1536016019786035,0.2177882867395208,5958.367920000001,,,,,,,,,,,,,,,,,,,,
96,96,4/7/18,6896.2813,,1.1530237956983609,0.22273264559783107,6206.65317,,,,,,,,,,,,,,,,,,,,
97,97,4/8/18,7022.7088,,1.1536141662176136,0.2375819078931584,6320.43792,,,,,,,,,,,,,,,,,,,,
98,98,4/9/18,6773.9388,,1.1465170291798716,0.24041349979300014,6096.54492,,,,,,,,,,,,,,,,,,,,
99,99,4/10/18,6830.9038,,1.1465130598962645,0.2512634077357242,6147.81342,,,,,,,,,,,,,,,,,,,,
100,100,4/11/18,6939.55,,1.1442588534818223,0.25183507599158617,6245.595,,,,,,,,,,,,,,,,,,,,
101,101,4/12/18,7916.3725,,1.1249710338236645,0.2538545089531282,7124.735250000001,,,,,,,,,,,,,,,,,,,,
102,102,4/13/18,7889.2313,,1.1556934284959604,0.3682003435678223,7100.30817,,,,,,,,,,,,,,,,,,,,
103,103,4/14/18,8003.6813,,1.1537493420510712,0.3682660256166722,7203.31317,,,,,,,,,,,,,,,,,,,,
104,104,4/15/18,8357.0375,,1.1523552937201358,0.3694192964953902,7521.333750000001,,,,,,,,,,,,,,,,,,,,
105,105,4/16/18,8051.345,,1.1565763865949759,0.3796381802836503,7246.2105,,,,,,,,,,,,,,,,,,,,
106,106,4/17/18,7890.15,,1.1026766662454324,0.3870662065791079,7101.135,,,,,,,,,,,,,,,,,,,,
107,107,4/18/18,8163.69,,1.1027823326698525,0.3892269923479042,7347.321,,,,,,,,,,,,,,,,,,,,
108,108,4/19/18,8273.7413,,1.1050965365320933,0.39529887645127015,7446.3671699999995,,,,,,,,,,,,,,,,,,,,
109,109,4/20/18,8863.5025,,1.1042966830635228,0.396227912706108,7977.152250000001,,,,,,,,,,,,,,,,,,,,
110,110,4/21/18,8917.5963,,1.092994502426116,0.420047788760808,8025.83667,,,,,,,,,,,,,,,,,,,,
111,111,4/22/18,8792.83,,1.0748090129512915,0.4202284733970103,7913.5470000000005,,,,,,,,,,,,,,,,,,,,
112,112,4/23/18,8938.3038,,1.067019515616335,0.4211960795023964,8044.47342,,,,,,,,,,,,,,,,,,,,
113,113,4/24/18,9652.1563,,1.0675472417146163,0.42250493084349583,8686.94067,,,,,,,,,,,,,,,,,,,,
114,114,4/25/18,8864.0875,,1.0742011454834042,0.4502468173791471,7977.67875,,,,,,,,,,,,,,,,,,,,
115,115,4/26/18,9278.9975,,1.0864273749728888,0.4821553574602159,8351.097749999999,,,,,,,,,,,,,,,,,,,,
116,116,4/27/18,8978.3325,,1.0907607207727281,0.4909745538527073,8080.499250000001,,,,,,,,,,,,,,,,,,,,
117,117,4/28/18,9342.4713,,1.090772999599216,0.4954853495942528,8408.22417,,,,,,,,,,,,,,,,,,,,
118,118,4/29/18,9392.0313,,1.0927236102223852,0.5019839907377065,8452.82817,,,,,,,,,,,,,,,,,,,,
119,119,4/30/18,9244.3225,,1.0890702154659988,0.5020983243220087,8319.89025,,,,,,,,,,,,,,,,,,,,
120,120,5/1/18,9067.715,,1.0686309320338985,0.5031235275458327,8160.9435,,,,,,,,,,,,,,,,,,,,
121,121,5/2/18,9219.8638,,1.068884261447934,0.504637706062151,8297.877419999999,,,,,,,,,,,,,,,,,,,,
122,122,5/3/18,9734.675,,1.0435508657016133,0.5057615719909132,8761.2075,,,,,,,,,,,,,,,,,,,,
123,123,5/4/18,9692.7175,,1.047897101519089,0.5175925348663465,8723.44575,,,,,,,,,,,,,,,,,,,,
